iter	RMSE
872	0.1048474791
873	0.104811003
874	0.1047279088
875	0.1047111672
876	0.1046626632
877	0.104653285
878	0.104636958
879	0.1046358575
880	0.1046013319
881	0.1045397733
882	0.1044938196
883	0.1044518391
884	0.104386873
885	0.1043857107
886	0.1043401794
887	0.1042079294
888	0.1042072381
889	0.1041660815
890	0.1041335083
891	0.1040932212
892	0.1040738658
893	0.1039471149
894	0.103906078
895	0.1038719058
896	0.1038162894
897	0.1037735812
898	0.1036989445
899	0.1036645201
900	0.1036426465
901	0.103620205
902	0.1036089503
903	0.1035903179
904	0.1035529313
905	0.1034647174
906	0.1034460511
907	0.1033972402
908	0.1033592005
909	0.1033399855
910	0.1032890824
911	0.1032563366
912	0.1032240116
913	0.1031376779
914	0.1031263931
915	0.103109064
916	0.1030815075
917	0.103070209
918	0.1030626386
919	0.1030231943
920	0.103018072
921	0.1029715781
922	0.1028707519
923	0.1028577275
924	0.1028537712
925	0.1028403307
926	0.1028271434
927	0.102759252
928	0.102750094
929	0.1027229697
930	0.1026904527
931	0.1026388931
932	0.1026133516
933	0.1025962714
934	0.1025956349
935	0.1025861211
936	0.1025820051
937	0.1025694935
938	0.1024548482
939	0.1023467973
940	0.1023461513
941	0.102344007
942	0.102337317
943	0.1022691861
944	0.1022141632
945	0.1021786105
946	0.1021713591
947	0.1020760444
948	0.1020754099
949	0.1020381122
950	0.102028935
951	0.1020284249
952	0.1019811344
953	0.1019491549
954	0.1018732673
955	0.1018124603
956	0.1017901901
957	0.1017836955
958	0.1017230845
959	0.1017144815
960	0.1016675365
961	0.1016635368
962	0.101564041
963	0.1015522662
964	0.1015400506
965	0.1015166648
966	0.1014959116
967	0.1014628466
968	0.1014305041
969	0.1014298593
970	0.1014197257
971	0.1014097392
972	0.1013867789
973	0.101351468
974	0.1012961479
975	0.1012902736
976	0.1012699092
977	0.1011912397
978	0.1011184499
979	0.101090098
980	0.1010693092
981	0.1010569052
982	0.1010287186
983	0.100992809
984	0.1009891625
985	0.1009869359
986	0.1009864642
987	0.1009701295
988	0.1009496419
989	0.1009255757
990	0.1009189752
991	0.1008597176
992	0.100829635
993	0.1008220165
994	0.1008152828
995	0.1007380738
996	0.1007033774
997	0.1006565677
998	0.1006560741
999	0.1006508969
